feature,segment,outcome
-0.7158743514956056,c,-12.00128860790272
-0.4525533941888938,c,-7.719361664485844
1.932247713459814,a,34.80649067650979
0.870048424748971,b,12.121705896006393
-0.39684895762130185,a,-5.549691348548943
0.2392316030213894,c,3.2718690138370627
0.9835707441111932,a,14.777027676805039
-0.19694405596824927,a,-2.5975168631685968
-0.13047988417447204,c,-1.582408000048166
2.2059411289948843,a,42.97297967036438
0.5617150895741354,c,12.87805888510357
-0.5077374036385318,a,-10.49583334303771
0.27759979423778075,a,8.00256662807397
2.254388551929341,a,40.318308174655414
-2.7219893691896693,b,-50.786747715278246
-0.9226894770604891,a,-16.144921504624172
-1.7208083597475108,a,-32.52473450576404
-0.8451365139987019,a,-17.73943096633992
-1.1235667868131547,b,-21.14034747053371
-0.7230505399510413,b,-11.353315139736742
-1.3158107220776634,b,-21.53636309838683
-0.7469120725754469,a,-12.426739560001282
-0.16670687772285192,c,-0.5016486302748229
1.5919686360262708,c,26.98984222650495
-0.08482220455762288,b,2.8187792574238433
-1.3295862464255392,a,-18.65427308317709
-0.005880976071220943,c,0.1644367248869945
0.01930001287248966,b,3.191552940328544
0.9465300876577387,b,18.22313639367484
0.48642702559577433,b,9.671137808679102
0.8636860047518758,b,16.864492073434878
0.41220311612577176,a,11.716062212715023
0.2071764328443056,c,7.038072118513142
-0.18753477095109514,b,-0.818366597689256
0.8232179460021259,c,14.845314521650273
-0.5948116047187018,a,-10.16477345492699
0.39007706919072,b,5.411614218334979
1.4780509427865107,a,25.479669286497415
0.6348230385081345,b,13.013545017477721
2.240713392940427,a,41.09839432239685
0.9670310288001499,b,16.271755913004263
0.10532103765345847,c,4.508069935820224
0.22803455555450564,a,1.7374863760653807
0.635986270345919,c,11.807785576973101
-0.23643825938478305,b,-3.498670480794094
0.8684033537164425,b,15.224619757202431
-0.09758291948809257,c,-3.362497913362188
0.10190467665808192,b,3.309053723480888
0.3982410309610793,c,9.932798195503985
-0.6804262538599428,a,-16.674853662096435
-0.7477335726768197,a,-10.27188994784438
2.8624471283734545,b,53.086039046509285
-0.9965288634286124,a,-15.665951160018489
-1.7051596398098383,a,-28.64030542185289
-0.7346788420807475,c,-12.040971213973618
0.7897373238135066,b,10.838736410329073
1.3484196589244075,a,22.345496614994794
-0.9984619416020999,b,-17.979934038098012
-0.4244008921517746,a,-9.08049647932874
-2.2547767374430614,c,-37.45988918676902
1.2243971823395432,b,21.087870865710386
0.637773378765322,a,9.309846132481738
-0.5973454553292837,a,-10.961122458828742
0.18006627240489315,c,5.428751169060845
-1.9506754154123438,a,-35.326878924572064
0.720971819578287,b,9.431934707821476
1.3288288382171471,c,26.013246498267552
-0.4402847238592406,b,-7.652833186925825
-0.4600622070827886,a,-6.770249414912808
-0.31041636274599443,a,-8.09299309409595
-0.01349998146971745,c,-2.083728211723209
-1.1505611334033565,a,-17.191108338585135
-0.6989698684788098,a,-15.686524926363237
0.5165177263492333,a,8.965796705883841
0.35473046086235693,a,6.8756889542201245
-2.158803357572988,b,-38.208749711134494
-0.897318322494476,a,-16.773203695091766
1.1578750209761683,a,18.835674433670228
1.7441845812371675,a,28.932957882305637
0.4644777234356405,a,8.49987917953653
1.7952778211377047,b,31.706134135417408
-0.471946138561699,c,-7.869915929952194
-0.8179547429204039,c,-15.657112616405955
0.9807024874107373,c,17.772501503533213
0.7544878445455001,b,14.639220425196884
-0.6092798522891938,c,-13.236510131052622
-0.014333410749372097,a,1.0441656695656825
-1.365831845102324,c,-21.69370184164666
1.177254645570565,b,23.84102100301356
0.27392746698457565,c,1.793305376786427
0.06167234967976883,b,3.9641528846411846
-0.034339985502670575,b,-0.014899794620677476
-1.1270682289434784,b,-19.0013082930402
-0.5065636217455601,b,-7.74717662611802
2.2372705088968723,c,38.2852887768586
0.08262387180001342,c,0.809737936525231
-0.19402836836945084,c,-4.1774497253749665
0.4395747357289376,a,6.375252133004444
1.57414279384026,c,31.291497941746456
-0.877870067373704,c,-15.8653192767477
0.8751541564759653,a,14.234389228609086
1.287823070601991,b,23.596568413505594
-0.7414462826147431,c,-9.918337727222074
-0.07417217403853527,c,1.6032354396242066
3.1780989458569087,a,55.43962979628179
0.7431892053782216,b,14.625220033361357
-0.3731060904241361,b,-6.975442248780867
-1.2403505272762942,a,-22.87429176728581
0.8460872920933966,a,15.756440079868758
-0.21834953915591176,a,-3.037810569954557
